Array Design Name	DIASMGB-Wheat-WheatUG-9K-v2
Version	version 2
Provider	Per Gregersen (per.gregersen@agrsci.dk)
Comment[ArrayExpressAccession]	A-MEXP-556
Comment[SubmittedName]	DIASMGB-Wheat-WheatUG-9K-v2
Comment[Organism]	Triticum aestivum
Printing Protocol	A 9K wheat unigene set was kindly made available by Keith Edwards, Bristol University (www.cerealsdb.uk.net). This set of clones originates in 35 cDNA libraries prepared from a range of different tissues of the wheat plant but predominantly from tissues of the developing grain. Plasmid DNA mini-preparations were made from all clones using Millipore 96-well plates (MANNLY50, MAFBNOB50, Millipore) according to the manufacturer?s recommendations. The cDNA inserts were PCR amplified from 0.5-1 ?l DNA mini-preparation using the T3 and T7 flanking primers (30pmol) of the pBluescript cloning vector and Taq polymerase (0.8 U) (EP0402, Fermentas, LT) in 100?l reaction buffer (10 mM Tris, pH 8.8; 50 mM KCl; 0.08% Nonidet P40; 0.5 mM MgCl2; 0.3 mM (each) dNTP). The PCR reactions were performed in a MJResearch Cycler (MJResearch) and the cycling conditions were 5 min at 96?C, followed by 45 cycles of 30 sec at 96?C, 2 min at 58?C, 2 min at 72?C, and a final extension of 10 min at 72?C. PCR products were precipitated with 2.5 vol 96% ethanol and 1/10 vol 3 M NaAcetate, pH 6.0, left at least 2 h at ?20?C, and centrifuged 1 h, 4?C, 2600 rcf. The air-dried pellet was dissolved in 20 ?l of water. One ?l of each sample was run in a 1% agarose gel containing SYBR Green. The quality of the PCR products were visually inspected and abnormal or missing products were recorded. Five ?l (100-500 ?g) of each sample was vacuum-dried and re-dissolved in 5 ?l of 1 x QMT spotting buffer (S201100, Quantifoil, D). The samples were spotted onto QMT amino slides (S122025, Quantifoil, D) using a Chipwriter microarrayspotter (Eurogentec, B) with 24 Stealth MP3 pins (Telechem Int., US). Following spotting, the slides were UV cross-linked  at 250 mJ ( Stratalinker, Stratagene) and kept dry and in the dark at room temperature until hybridisation.
Technology Type	spotted_ds_DNA_features
Technology Type Term Accession Number	#spotted_ds_DNA_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	aminosilane
Surface Type Term Accession Number	#aminosilane
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	tigr_tagi
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.tigr.org/tigr-scripts/tgi/T_index.cgi?species=wheat
Term Source Version			
Comment[AdditionalFile:txt]	A-MEXP-556_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[embl]	Reporter Database Entry[tigr_tagi]	Reporter Group[role]	Control Type
8	1	8	15	WheatUG-1_Control_A17			Control	control_buffer
10	1	12	15	WheatUG-1_GS0005_A12			Control	control_buffer
11	1	8	15	WheatUG-1_GS0019_A5			Control	control_buffer
11	1	14	15	WheatUG-1_GS0003_E7			Control	control_buffer
1	2	12	1	WheatUG-1_GS0068_E12			Control	control_buffer
3	2	1	1	WheatUG-1_EXTRA_A16			Control	control_biosequence
3	2	11	1	WheatUG-1_GS0072_C7			Control	control_buffer
5	2	7	1	WheatUG-1_Control_F20			Control	control_buffer
6	2	7	1	WheatUG-1_Control_F19			Control	control_buffer
6	2	8	1	WheatUG-1_Control_J3			Control	control_biosequence
7	2	7	1	WheatUG-1_Control_F18			Control	control_buffer
8	2	7	1	WheatUG-1_Control_F17			Control	control_buffer
10	2	10	1	WheatUG-1_GS0010_A8			Control	control_buffer
12	2	13	1	WheatUG-1_GS0002_G7			Control	control_buffer
1	2	1	2	WheatUG-1_GS0096_A12			Control	control_biosequence
1	2	12	2	WheatUG-1_GS0068_G12			Control	control_buffer
1	2	14	2	WheatUG-1_GS0064_C10			Control	control_buffer
5	2	1	2	WheatUG-1_GS0064_A8			Control	control_buffer
5	2	2	2	WheatUG-1_GS0060_C12			Control	control_buffer
5	2	3	2	WheatUG-1_GS0060_E4			Control	control_buffer
5	2	7	2	WheatUG-1_Control_J20			Control	control_buffer
6	2	7	2	WheatUG-1_Control_J19			Control	control_buffer
7	2	7	2	WheatUG-1_Control_J18			Control	control_buffer
8	2	7	2	WheatUG-1_Control_J17			Control	control_buffer
9	2	13	2	WheatUG-1_GS0004_A10			Control	control_buffer
10	2	11	2	WheatUG-1_GS0006_E12			Control	control_buffer
12	2	9	2	WheatUG-1_GS0014_A3			Control	control_buffer
1	2	1	3	WheatUG-1_EXTRA_C6			Control	control_biosequence
1	2	10	3	WheatUG-1_GS0076_E4			Control	control_buffer
1	2	11	3	WheatUG-1_GS0072_G8			Control	control_buffer
2	2	4	3	WheatUG-1_GS0090_A2			Control	control_buffer
3	2	1	3	WheatUG-1_GS0096_C11			Control	control_biosequence
5	2	7	3	WheatUG-1_Control_N20			Control	control_buffer
6	2	7	3	WheatUG-1_Control_N19			Control	control_buffer
7	2	1	3	WheatUG-1_GS0064_C7			Control	control_buffer
7	2	7	3	WheatUG-1_Control_N18			Control	control_buffer
8	2	7	3	WheatUG-1_Control_N17			Control	control_buffer
9	2	13	3	WheatUG-1_GS0004_C10			Control	control_buffer
1	2	4	4	WheatUG-1_GS0092_C2			Control	control_buffer
1	2	11	4	WheatUG-1_GS0072_A10			Control	control_buffer
3	2	1	4	WheatUG-1_GS0096_E11			Control	control_biosequence
3	2	10	4	WheatUG-1_GS0076_G3			Control	control_buffer
5	2	7	4	WheatUG-1_Control_B24			Control	control_buffer
6	2	7	4	WheatUG-1_Control_B23			Control	control_buffer
7	2	7	4	WheatUG-1_Control_B22			Control	control_buffer
8	2	7	4	WheatUG-1_Control_B21			Control	control_buffer
9	2	13	4	WheatUG-1_GS0004_E10			Control	control_buffer
10	2	14	4	WheatUG-1_GS0002_G2			Control	control_buffer
11	2	13	4	WheatUG-1_GS0004_E9			Control	control_buffer
12	2	13	4	WheatUG-1_GS0002_E9			Control	control_buffer
1	2	1	5	WheatUG-1_GS0096_G12			Control	control_biosequence
1	2	2	5	WheatUG-1_EXTRA_B24			Control	control_biosequence
1	2	12	5	WheatUG-1_GS0072_E2			Control	control_buffer
3	2	1	5	WheatUG-1_GS0096_G11			Control	control_biosequence
4	2	13	5	WheatUG-1_GS0066_G5			Control	control_buffer
5	2	7	5	WheatUG-1_Control_F24			Control	control_buffer
6	2	7	5	WheatUG-1_Control_F23			Control	control_buffer
7	2	7	5	WheatUG-1_Control_F22			Control	control_buffer
8	2	7	5	WheatUG-1_Control_F21			Control	control_buffer
9	2	12	5	WheatUG-1_GS0008_E6			Control	control_buffer
9	2	14	5	WheatUG-1_GS0004_A4			Control	control_buffer
1	2	2	6	WheatUG-1_EXTRA_C5			Control	control_biosequence
3	2	12	6	WheatUG-1_GS0072_G1			Control	control_buffer
5	2	7	6	WheatUG-1_Control_J24			Control	control_buffer
6	2	7	6	WheatUG-1_Control_J23			Control	control_buffer
7	2	7	6	WheatUG-1_Control_J22			Control	control_buffer
8	2	7	6	WheatUG-1_Control_J21			Control	control_buffer
9	2	12	6	WheatUG-1_GS0008_G6			Control	control_buffer
12	2	4	6	WheatUG-1_GS0026_G5			Control	control_biosequence
12	2	12	6	WheatUG-1_GS0006_G5			Control	control_buffer
1	2	2	7	WheatUG-1_GS0096_E6			Control	control_buffer
3	2	2	7	WheatUG-1_GS0096_E5			Control	control_buffer
5	2	7	7	WheatUG-1_Control_N24			Control	control_buffer
6	2	7	7	WheatUG-1_Control_N23			Control	control_buffer
7	2	7	7	WheatUG-1_Control_N22			Control	control_buffer
8	2	7	7	WheatUG-1_Control_N21			Control	control_buffer
9	2	13	7	WheatUG-1_GS0004_C12			Control	control_buffer
1	2	2	8	WheatUG-1_GS0096_G6			Control	control_buffer
3	2	2	8	WheatUG-1_GS0096_G5			Control	control_buffer
6	2	4	8	WheatUG-1_GS0054_C12			Control	control_buffer
9	2	14	8	WheatUG-1_GS0004_G4			Control	control_buffer
10	2	12	8	WheatUG-1_GS0006_C8			Control	control_buffer
1	2	11	9	WheatUG-1_GS0072_C12			Control	control_buffer
2	2	13	9	WheatUG-1_GS0066_G8			Control	control_buffer
4	2	13	9	WheatUG-1_GS0066_G7			Control	control_buffer
7	2	5	9	WheatUG-1_GS0056_G3			Control	control_buffer
9	2	13	9	WheatUG-1_GS0004_G12			Control	control_buffer
12	2	6	10	WheatUG-1_GS0022_C5			Control	control_buffer
1	2	11	11	WheatUG-1_GS0072_G12			Control	control_buffer
3	2	11	11	WheatUG-1_GS0072_G11			Control	control_buffer
5	2	5	11	WheatUG-1_GS0056_C6			Control	control_buffer
10	2	12	11	WheatUG-1_GS0006_A10			Control	control_buffer
11	2	12	11	WheatUG-1_GS0008_A9			Control	control_buffer
1	2	13	12	WheatUG-1_GS0068_E10			Control	control_buffer
5	2	8	12	WheatUG-1_Control_F16			Control	control_buffer
9	2	14	12	WheatUG-1_GS0004_G6			Control	control_buffer
10	2	6	12	WheatUG-1_GS0022_G6			Control	control_buffer
10	2	13	12	WheatUG-1_GS0006_E2			Control	control_buffer
12	2	10	12	WheatUG-1_GS0010_G11			Control	control_buffer
4	2	13	13	WheatUG-1_GS0066_G9			Control	control_buffer
5	2	8	13	WheatUG-1_Control_J16			Control	control_buffer
9	2	12	13	WheatUG-1_GS0008_E10			Control	control_buffer
10	2	12	13	WheatUG-1_GS0006_E10			Control	control_buffer
11	2	14	13	WheatUG-1_GS0004_A7			Control	control_buffer
12	2	14	13	WheatUG-1_GS0002_A7			Control	control_buffer
1	2	10	14	WheatUG-1_GS0076_C10			Control	control_buffer
2	2	3	14	WheatUG-1_GS0094_E2			Control	control_buffer
3	2	2	14	WheatUG-1_EXTRA_A14			Control	control_biosequence
4	2	14	14	WheatUG-1_GS0066_C3			Control	control_buffer
5	2	8	14	WheatUG-1_Control_N16			Control	control_buffer
6	2	9	14	WheatUG-1_Control_B3			Control	control_biosequence
8	2	2	14	WheatUG-1_GS0062_C5			Control	control_buffer
9	2	14	14	WheatUG-1_GS0004_C8			Control	control_buffer
3	2	11	15	WheatUG-1_GS0076_G1			Control	control_buffer
5	2	8	15	WheatUG-1_Control_B20			Control	control_buffer
6	2	8	15	WheatUG-1_Control_B19			Control	control_buffer
7	2	8	15	WheatUG-1_Control_B18			Control	control_buffer
8	2	8	15	WheatUG-1_Control_B17			Control	control_buffer
10	2	14	15	WheatUG-1_GS0002_E8			Control	control_buffer
11	2	14	15	WheatUG-1_GS0004_E7			Control	control_buffer
12	2	8	15	WheatUG-1_GS0018_A5			Control	control_buffer
5	3	4	1	WheatUG-1_GS0055_F8			Control	control_buffer
5	3	7	1	WheatUG-1_Control_G20			Control	control_buffer
6	3	7	1	WheatUG-1_Control_G19			Control	control_buffer
7	3	7	1	WheatUG-1_Control_G18			Control	control_buffer
8	3	7	1	WheatUG-1_Control_G17			Control	control_buffer
12	3	10	1	WheatUG-1_GS0009_B7			Control	control_buffer
3	3	1	2	WheatUG-1_EXTRA_C1			Control	control_biosequence
4	3	8	2	WheatUG-1_GS0077_H5			Control	control_buffer
5	3	7	2	WheatUG-1_Control_K20			Control	control_buffer
5	3	8	2	WheatUG-1_Control_O4			Control	control_biosequence
6	3	7	2	WheatUG-1_Control_K19			Control	control_buffer
7	3	7	2	WheatUG-1_Control_K18			Control	control_buffer
8	3	7	2	WheatUG-1_Control_K17			Control	control_buffer
1	3	13	3	WheatUG-1_GS0067_D6			Control	control_buffer
5	3	7	3	WheatUG-1_Control_O20			Control	control_buffer
6	3	7	3	WheatUG-1_Control_O19			Control	control_buffer
7	3	7	3	WheatUG-1_Control_O18			Control	control_buffer
8	3	7	3	WheatUG-1_Control_O17			Control	control_buffer
11	3	14	3	WheatUG-1_GS0003_F1			Control	control_buffer
1	3	13	4	WheatUG-1_GS0067_F6			Control	control_buffer
5	3	7	4	WheatUG-1_Control_C24			Control	control_buffer
5	3	8	4	WheatUG-1_Control_G8			Control	control_biosequence
6	3	7	4	WheatUG-1_Control_C23			Control	control_buffer
6	3	8	4	WheatUG-1_Control_G7			Control	control_biosequence
7	3	7	4	WheatUG-1_Control_C22			Control	control_buffer
7	3	8	4	WheatUG-1_Control_G6			Control	control_biosequence
8	3	2	4	WheatUG-1_GS0057_H11			Control	control_buffer
8	3	7	4	WheatUG-1_Control_C21			Control	control_buffer
8	3	8	4	WheatUG-1_Control_G5			Control	control_biosequence
9	3	9	4	WheatUG-1_GS0015_F4			Control	control_buffer
10	3	11	4	WheatUG-1_GS0009_B2			Control	control_buffer
12	3	12	4	WheatUG-1_GS0005_D5			Control	control_buffer
1	3	11	5	WheatUG-1_GS0071_D10			Control	control_buffer
5	3	7	5	WheatUG-1_Control_G24			Control	control_buffer
6	3	7	5	WheatUG-1_Control_G23			Control	control_buffer
7	3	7	5	WheatUG-1_Control_G22			Control	control_buffer
8	3	7	5	WheatUG-1_Control_G21			Control	control_buffer
12	3	11	5	WheatUG-1_GS0009_D1			Control	control_buffer
12	3	12	5	WheatUG-1_GS0005_F5			Control	control_buffer
1	3	11	6	WheatUG-1_GS0071_F10			Control	control_buffer
5	3	7	6	WheatUG-1_Control_K24			Control	control_buffer
5	3	8	6	WheatUG-1_Control_O8			Control	control_biosequence
6	3	7	6	WheatUG-1_Control_K23			Control	control_buffer
6	3	8	6	WheatUG-1_Control_O7			Control	control_biosequence
7	3	7	6	WheatUG-1_Control_K22			Control	control_buffer
7	3	8	6	WheatUG-1_Control_O6			Control	control_biosequence
8	3	7	6	WheatUG-1_Control_K21			Control	control_buffer
8	3	8	6	WheatUG-1_Control_O5			Control	control_biosequence
9	3	11	6	WheatUG-1_GS0011_F2			Control	control_buffer
10	3	12	6	WheatUG-1_GS0005_H6			Control	control_buffer
3	3	9	7	WheatUG-1_GS0079_D1			Control	control_buffer
5	3	7	7	WheatUG-1_Control_O24			Control	control_buffer
6	3	7	7	WheatUG-1_Control_O23			Control	control_buffer
7	3	7	7	WheatUG-1_Control_O22			Control	control_buffer
8	3	7	7	WheatUG-1_Control_O21			Control	control_buffer
10	3	12	7	WheatUG-1_GS0005_B8			Control	control_buffer
5	3	8	8	WheatUG-1_Control_G12			Control	control_buffer
6	3	8	8	WheatUG-1_Control_G11			Control	control_buffer
7	3	8	8	WheatUG-1_Control_G10			Control	control_biosequence
7	3	13	8	WheatUG-1_GS0039_F3			Control	control_buffer
8	3	8	8	WheatUG-1_Control_G9			Control	control_biosequence
9	3	13	8	WheatUG-1_GS0003_F12			Control	control_buffer
10	3	11	8	WheatUG-1_GS0009_B4			Control	control_buffer
12	3	12	8	WheatUG-1_GS0005_D7			Control	control_buffer
1	3	8	10	WheatUG-1_GS0079_H10			Control	control_buffer
2	3	12	10	WheatUG-1_GS0069_H4			Control	control_buffer
4	3	13	10	WheatUG-1_GS0065_B9			Control	control_buffer
5	3	8	10	WheatUG-1_Control_O12			Control	control_buffer
6	3	8	10	WheatUG-1_Control_O11			Control	control_buffer
7	3	8	10	WheatUG-1_Control_O10			Control	control_biosequence
8	3	8	10	WheatUG-1_Control_O9			Control	control_biosequence
12	3	10	10	WheatUG-1_GS0009_D11			Control	control_buffer
1	3	7	11	WheatUG-1_GS0083_H6			Control	control_buffer
3	3	6	11	WheatUG-1_GS0087_F1			Control	control_buffer
3	3	10	11	WheatUG-1_GS0075_F7			Control	control_buffer
12	3	12	11	WheatUG-1_GS0005_B9			Control	control_buffer
3	3	7	12	WheatUG-1_GS0083_B7			Control	control_buffer
5	3	8	12	WheatUG-1_Control_G16			Control	control_buffer
5	3	13	12	WheatUG-1_GS0039_F6			Control	control_buffer
10	3	12	12	WheatUG-1_GS0005_D10			Control	control_buffer
11	3	11	12	WheatUG-1_GS0011_B5			Control	control_buffer
1	3	10	13	WheatUG-1_GS0075_B10			Control	control_buffer
5	3	8	13	WheatUG-1_Control_K16			Control	control_buffer
8	3	12	13	WheatUG-1_GS0041_F1			Control	control_buffer
10	3	11	13	WheatUG-1_GS0009_D6			Control	control_buffer
11	3	10	13	WheatUG-1_GS0015_B1			Control	control_buffer
12	3	13	13	WheatUG-1_GS0005_H1			Control	control_buffer
3	3	12	14	WheatUG-1_GS0071_H5			Control	control_buffer
4	3	9	14	WheatUG-1_GS0077_B5			Control	control_buffer
4	3	11	14	WheatUG-1_GS0073_F1			Control	control_buffer
4	3	14	14	WheatUG-1_GS0065_D3			Control	control_buffer
5	3	8	14	WheatUG-1_Control_O16			Control	control_buffer
10	3	12	14	WheatUG-1_GS0005_H10			Control	control_buffer
1	3	14	15	WheatUG-1_GS0067_F4			Control	control_buffer
3	3	12	15	WheatUG-1_GS0071_B7			Control	control_buffer
5	3	8	15	WheatUG-1_Control_C20			Control	control_buffer
5	3	9	15	WheatUG-1_Control_G4			Control	control_biosequence
6	3	8	15	WheatUG-1_Control_C19			Control	control_buffer
7	3	5	15	WheatUG-1_GS0055_D7			Control	control_buffer
7	3	8	15	WheatUG-1_Control_C18			Control	control_buffer
8	3	8	15	WheatUG-1_Control_C17			Control	control_buffer
9	3	10	15	WheatUG-1_GS0015_F2			Control	control_buffer
12	3	2	15	WheatUG-1_GS0033_F1			Control	control_buffer
3	4	12	1	WheatUG-1_GS0068_F11			Control	control_buffer
4	4	8	1	WheatUG-1_GS0078_F5			Control	control_buffer
5	4	7	1	WheatUG-1_Control_H20			Control	control_buffer
6	4	7	1	WheatUG-1_Control_H19			Control	control_buffer
7	4	7	1	WheatUG-1_Control_H18			Control	control_buffer
8	4	7	1	WheatUG-1_Control_H17			Control	control_buffer
11	4	11	1	WheatUG-1_GS0008_D11			Control	control_buffer
12	4	12	1	WheatUG-1_GS0006_F3			Control	control_buffer
12	4	13	1	WheatUG-1_GS0002_H7			Control	control_buffer
1	4	1	2	WheatUG-1_GS0096_B12			Control	control_biosequence
4	4	3	2	WheatUG-1_GS0090_F7			Control	control_buffer
4	4	11	2	WheatUG-1_GS0070_F7			Control	control_buffer
5	4	7	2	WheatUG-1_Control_L20			Control	control_buffer
5	4	8	2	WheatUG-1_Control_P4			Control	control_biosequence
6	4	7	2	WheatUG-1_Control_L19			Control	control_buffer
7	4	7	2	WheatUG-1_Control_L18			Control	control_buffer
8	4	6	2	WheatUG-1_GS0050_D5			Control	control_buffer
8	4	7	2	WheatUG-1_Control_L17			Control	control_buffer
11	4	12	2	WheatUG-1_GS0008_H3			Control	control_buffer
11	4	13	2	WheatUG-1_GS0004_B9			Control	control_buffer
12	4	13	2	WheatUG-1_GS0002_B9			Control	control_buffer
2	4	3	3	WheatUG-1_GS0090_H8			Control	control_buffer
3	4	1	3	WheatUG-1_GS0096_D11			Control	control_biosequence
5	4	7	3	WheatUG-1_Control_P20			Control	control_buffer
6	4	7	3	WheatUG-1_Control_P19			Control	control_buffer
7	4	5	3	WheatUG-1_GS0056_D1			Control	control_buffer
7	4	7	3	WheatUG-1_Control_P18			Control	control_buffer
8	4	7	3	WheatUG-1_Control_P17			Control	control_buffer
3	4	1	4	WheatUG-1_GS0096_F11			Control	control_biosequence
5	4	1	4	WheatUG-1_GS0064_F8			Control	control_buffer
5	4	7	4	WheatUG-1_Control_D24			Control	control_buffer
5	4	8	4	WheatUG-1_Control_H8			Control	control_biosequence
6	4	7	4	WheatUG-1_Control_D23			Control	control_buffer
6	4	8	4	WheatUG-1_Control_H7			Control	control_biosequence
7	4	7	4	WheatUG-1_Control_D22			Control	control_buffer
7	4	8	4	WheatUG-1_Control_H6			Control	control_biosequence
8	4	7	4	WheatUG-1_Control_D21			Control	control_buffer
8	4	8	4	WheatUG-1_Control_H5			Control	control_biosequence
9	4	12	4	WheatUG-1_GS0008_D6			Control	control_buffer
9	4	14	4	WheatUG-1_GS0004_H2			Control	control_buffer
11	4	13	4	WheatUG-1_GS0004_F9			Control	control_buffer
1	4	2	5	WheatUG-1_EXTRA_C2			Control	control_biosequence
3	4	1	5	WheatUG-1_GS0096_H11			Control	control_biosequence
3	4	9	5	WheatUG-1_GS0076_H11			Control	control_buffer
4	4	10	5	WheatUG-1_GS0074_B5			Control	control_buffer
5	4	7	5	WheatUG-1_Control_H24			Control	control_buffer
6	4	7	5	WheatUG-1_Control_H23			Control	control_buffer
7	4	7	5	WheatUG-1_Control_H22			Control	control_buffer
8	4	7	5	WheatUG-1_Control_H21			Control	control_buffer
10	4	12	5	WheatUG-1_GS0006_F6			Control	control_buffer
11	4	13	5	WheatUG-1_GS0004_H9			Control	control_buffer
3	4	2	6	WheatUG-1_EXTRA_C7			Control	control_biosequence
5	4	7	6	WheatUG-1_Control_L24			Control	control_buffer
5	4	8	6	WheatUG-1_Control_P8			Control	control_biosequence
6	4	7	6	WheatUG-1_Control_L23			Control	control_buffer
6	4	8	6	WheatUG-1_Control_P7			Control	control_biosequence
7	4	7	6	WheatUG-1_Control_L22			Control	control_buffer
7	4	8	6	WheatUG-1_Control_P6			Control	control_biosequence
8	4	7	6	WheatUG-1_Control_L21			Control	control_buffer
8	4	8	6	WheatUG-1_Control_P5			Control	control_biosequence
9	4	12	6	WheatUG-1_GS0008_H6			Control	control_buffer
10	4	6	6	WheatUG-1_GS0022_D4			Control	control_buffer
10	4	14	6	WheatUG-1_GS0002_D4			Control	control_buffer
11	4	6	6	WheatUG-1_GS0024_D3			Control	control_biosequence
11	4	12	6	WheatUG-1_GS0008_H5			Control	control_buffer
1	4	2	7	WheatUG-1_GS0096_F6			Control	control_buffer
3	4	2	7	WheatUG-1_GS0096_F5			Control	control_buffer
3	4	14	7	WheatUG-1_GS0064_F11			Control	control_buffer
5	4	7	7	WheatUG-1_Control_P24			Control	control_buffer
6	4	7	7	WheatUG-1_Control_P23			Control	control_buffer
7	4	7	7	WheatUG-1_Control_P22			Control	control_buffer
8	4	7	7	WheatUG-1_Control_P21			Control	control_buffer
9	4	13	7	WheatUG-1_GS0004_D12			Control	control_buffer
10	4	14	7	WheatUG-1_GS0002_F4			Control	control_buffer
11	4	12	7	WheatUG-1_GS0008_B7			Control	control_buffer
12	4	13	7	WheatUG-1_GS0002_D11			Control	control_buffer
1	4	2	8	WheatUG-1_GS0096_H6			Control	control_buffer
3	4	2	8	WheatUG-1_GS0096_H5			Control	control_buffer
5	4	8	8	WheatUG-1_Control_H12			Control	control_buffer
6	4	8	8	WheatUG-1_Control_H11			Control	control_buffer
7	4	8	8	WheatUG-1_Control_H10			Control	control_biosequence
7	4	12	8	WheatUG-1_GS0040_D11			Control	control_buffer
8	4	8	8	WheatUG-1_Control_H9			Control	control_biosequence
9	4	12	8	WheatUG-1_GS0008_D8			Control	control_buffer
6	4	7	9	WheatUG-1_GS0050_D2			Control	control_buffer
7	4	11	9	WheatUG-1_GS0044_D7			Control	control_buffer
10	4	12	9	WheatUG-1_GS0006_F8			Control	control_buffer
5	4	8	10	WheatUG-1_Control_P12			Control	control_buffer
6	4	2	10	WheatUG-1_GS0062_D4			Control	control_buffer
6	4	8	10	WheatUG-1_Control_P11			Control	control_buffer
7	4	8	10	WheatUG-1_Control_P10			Control	control_biosequence
8	4	8	10	WheatUG-1_Control_P9			Control	control_biosequence
12	4	6	10	WheatUG-1_GS0022_D5			Control	control_buffer
1	4	11	11	WheatUG-1_GS0072_H12			Control	control_buffer
1	4	12	11	WheatUG-1_GS0072_B6			Control	control_buffer
9	4	12	11	WheatUG-1_GS0008_B10			Control	control_buffer
10	4	10	11	WheatUG-1_GS0010_F12			Control	control_buffer
12	4	3	11	WheatUG-1_GS0030_H3			Control	control_buffer
1	4	12	12	WheatUG-1_GS0072_D6			Control	control_buffer
2	4	13	12	WheatUG-1_GS0066_F10			Control	control_buffer
5	4	8	12	WheatUG-1_Control_H16			Control	control_buffer
7	4	5	12	WheatUG-1_GS0056_F5			Control	control_buffer
10	4	4	12	WheatUG-1_GS0026_D10			Control	control_buffer
10	4	6	12	WheatUG-1_GS0022_H6			Control	control_buffer
10	4	10	12	WheatUG-1_GS0010_H12			Control	control_buffer
10	4	12	12	WheatUG-1_GS0006_D10			Control	control_buffer
10	4	14	12	WheatUG-1_GS0002_H6			Control	control_buffer
11	4	14	12	WheatUG-1_GS0004_H5			Control	control_buffer
3	4	2	13	WheatUG-1_EXTRA_A21			Control	control_biosequence
5	4	8	13	WheatUG-1_Control_L16			Control	control_buffer
12	4	3	13	WheatUG-1_GS0030_D5			Control	control_buffer
12	4	6	13	WheatUG-1_GS0022_B7			Control	control_buffer
3	4	2	14	WheatUG-1_EXTRA_A22			Control	control_biosequence
5	4	8	14	WheatUG-1_Control_P16			Control	control_buffer
9	4	14	14	WheatUG-1_GS0004_D8			Control	control_buffer
12	4	13	14	WheatUG-1_GS0006_B3			Control	control_buffer
12	4	14	14	WheatUG-1_GS0002_D7			Control	control_buffer
1	4	8	15	WheatUG-1_GS0084_B2			Control	control_buffer
3	4	2	15	WheatUG-1_EXTRA_A23			Control	control_biosequence
3	4	12	15	WheatUG-1_GS0072_B7			Control	control_buffer
5	4	8	15	WheatUG-1_Control_D20			Control	control_buffer
5	4	9	15	WheatUG-1_Control_H4			Control	control_biosequence
6	4	8	15	WheatUG-1_Control_D19			Control	control_buffer
7	4	2	15	WheatUG-1_GS0064_F5			Control	control_buffer
7	4	8	15	WheatUG-1_Control_D18			Control	control_buffer
8	4	8	15	WheatUG-1_Control_D17			Control	control_buffer
9	4	13	15	WheatUG-1_GS0008_D4			Control	control_buffer
9	4	14	15	WheatUG-1_GS0004_F8			Control	control_buffer
10	4	13	15	WheatUG-1_GS0006_D4			Control	control_buffer
10	4	14	15	WheatUG-1_GS0002_F8			Control	control_buffer
1	1	1	1	WheatUG-1_GS0095_G10	AL829792	TC222448	Experimental	
1	1	2	1	WheatUG-1_GS0095_A4	AL829684	TC203833	Experimental	
1	1	3	1	WheatUG-1_GS0091_C8	AL828495		Experimental	
1	1	4	1	WheatUG-1_GS0087_E12	AL827524	TC192799	Experimental	
1	1	5	1	WheatUG-1_GS0087_G4	AL826649	TC203535	Experimental	
1	1	6	1	WheatUG-1_GS0083_A10	AL826247	TC219484	Experimental	
1	1	7	1	WheatUG-1_GS0083_C2	AL826129	TC230373	Experimental	
1	1	8	1	WheatUG-1_GS0079_E6	AL823006	TC224433	Experimental	
1	1	9	1	WheatUG-1_GS0075_G10	AL822119		Experimental	
1	1	10	1	WheatUG-1_GS0075_A4	AL825883	TC191122	Experimental	
1	1	11	1	WheatUG-1_GS0071_C8	AL823181	TC204049	Experimental	
1	1	12	1	WheatUG-1_GS0067_E12	AL823312	TC210904	Experimental	
1	1	13	1	WheatUG-1_GS0067_G4	AL820692	TC218561	Experimental	
1	1	14	1	WheatUG-1_GS0063_A10	AL821148	TC202973	Experimental	
2	1	1	1	WheatUG-1_GS0093_G10	AL827821	TC203192	Experimental	
2	1	2	1	WheatUG-1_GS0093_A4	AL828714	TC206458	Experimental	
2	1	3	1	WheatUG-1_GS0089_C8	AL827097	TC211148	Experimental	
2	1	4	1	WheatUG-1_GS0085_E12	AL826372	TC207403	Experimental	
2	1	5	1	WheatUG-1_GS0085_G4	AL828299	TC192443	Experimental	
2	1	6	1	WheatUG-1_GS0081_A10	AL825475	TC204000	Experimental	
2	1	7	1	WheatUG-1_GS0081_C2	AL822607	TC218809	Experimental	
2	1	8	1	WheatUG-1_GS0077_E6	AL822502		Experimental	
2	1	9	1	WheatUG-1_GS0073_G10	AL825120	TC211658	Experimental	
2	1	10	1	WheatUG-1_GS0073_A4	AL824988	TC204941	Experimental	
2	1	11	1	WheatUG-1_GS0069_C8	AL821310	TC205795	Experimental	
2	1	12	1	WheatUG-1_GS0065_E12	AL820445		Experimental	
2	1	13	1	WheatUG-1_GS0065_G4	AL820779	TC203672	Experimental	
2	1	14	1	WheatUG-1_GS0061_A10	AL820272	TC193889	Experimental	
3	1	1	1	WheatUG-1_GS0095_G9	AL829778	TC191024	Experimental	
